Flags	ID	Name	Latitude	Longitude
NDR	8100067	Bludenz	47.154723	9.814566
NDR	8100070	Leoben Hbf	47.386600	15.089607
ND	8100071	Michael St	47.346625	15.009189
NDR	8100071	St.Michael in Obersteiermark	47.346625	15.009189
NDR	8100079	Krumpendorf/Wörthersee	46.626337	14.221510
NDR	8100080	Pörtschach am Wörther See	46.636198	14.146234
NDR	8100081	Velden am Wörther See	46.620053	14.044836
ND	8100085	Celovec gl.kol.	46.615586	14.313568
NDR	8100085	Klagenfurt Hbf	46.615586	14.313568
NDR	8100090	Bregenz	47.503001	9.739623
NDR	8100092	Spittal-Millstättersee	46.795703	13.487415
NDR	8100093	Mallnitz-Obervellach	46.981671	13.176424
ND	8100095	Gastein Bad	47.111745	13.131999
NDR	8100095	Bad Gastein	47.111745	13.131999
ND	8100097	Hofgastein Bad	47.195714	13.100941
NDR	8100097	Bad Hofgastein	47.195714	13.100941
NDR	8100098	Dorfgastein	47.238673	13.103063
NDRG	8100099	Wörgl Hbf	47.491800	12.060584
NDR	8100102	Jenbach	47.388451	11.778457
NDR	8100108	Innsbruck Hbf	47.263277	11.401000
ND	8100113	Seefeld in Tirol	47.328727	11.189484
NDR	8100122	Dornbirn	47.417693	9.738805
NDR	8100131	Liezen	47.562707	14.241888
NDR	8100132	Stainach-Irdning	47.529195	14.106753
NDR	8100137	Schladming	47.393827	13.678148
NDR	8100138	Radstadt	47.384235	13.467809
ND	8100147	Beljak gl.kol.	46.618624	13.848538
NDR	8100147	Villach Hbf	46.618624	13.848538
NDR	8100150	Selzthal	47.550239	14.312840
ND	8100173	Stýrský Hradec hl.n.	47.072301	15.416437
NDR	8100173	Graz Hbf	47.072301	15.416437
NDR	8100197	Feldkirch	47.240974	9.604102
ND	8100309	Rottenmann Stadt	47.527227	14.367171
NDR	8100309	Stadt Rottenmann	47.527227	14.367171
ND	8100353	Flughafen Wien	48.120901	16.563074
ND	8100353	VIE Vienna Airport	48.120901	16.563074
ND	8100353	Wien Airport	48.120901	16.563074
R	8100353	Flughafen Wien	48.120901	16.563074
NR	8100366	Brixen im Thale	47.449227	12.260549
NDR	8100507	Vöcklabruck	48.010064	13.663702
NDR	8100514	Wien Meidling	48.174450	16.333085
NDR	8100539	Werfen	47.472599	13.195184
NDR	8101044	Kitzbühel Hahnenkamm	47.443384	12.389859
NDR	8101917	Salzburg Süd	47.770223	13.078486
ND	8103000	Víden hl.n.	48.184923	16.375864
NDR	8103000	Wien Hbf	48.184923	16.375864
ND	8196001	VIENNA	48.207036	16.341553
ND	8196001	WIEN	48.207036	16.341553
ND	8200100	Luxembourg Gare	49.599717	6.134391
RG	8200100	Luxembourg	49.599717	6.134391
NDR	8300046	Milano Centrale	45.487143	9.204828
NR	8300048	Brescia	45.532161	10.212869
NDR	8300076	Bressanone/Brixen	46.709892	11.649768
NDR	8300084	Bolzano/Bozen	46.496380	11.358787
NR	8300086	Conegliano	45.884664	12.299104
NDR	8300089	Fortezza/Franzensfeste	46.788718	11.610080
NDR	8300092	Brennero/Brenner	47.002338	11.505428
NDR	8300093	Venezia Mestre	45.481902	12.231900
NDR	8300094	Venezia Santa Lucia	45.441397	12.320462
NDR	8300098	Padova	45.417827	11.880620
NDR	8300101	Trento	46.072287	11.118901
NDR	8300106	Desenzano del Garda/Sirmione	45.462665	10.536274
NDR	8300110	Pordenone	45.956353	12.653683
ND	8300111	Portogruaro-Caorle	45.780910	12.831202
NDR	8300113	Rovereto	45.890956	11.033602
NDR	8300115	Udine	46.055783	13.242162
R	8300119	Tarvisio	46.534845	13.640537
NDR	8300120	Verona Porta Nuova	45.428659	10.982741
NDR	8300124	Peschiera del Garda	45.437576	10.701181
NDR	8300126	Vicenza	45.541096	11.540774
NDR	8300130	Treviso Centrale	45.659700	12.245132
NDR	8300148	Chiusi-Chianciano Terme	43.002471	11.957900
NDR	8300151	Firenze S.M.N.	43.776810	11.247806
NR	8300179	Arezzo	43.461073	11.875388
NDR	8300217	Bologna Centrale	44.506141	11.343406
NDR	8300257	Orvieto	42.723931	12.126753
NDR	8300263	Roma Termini	41.900492	12.502790
NDR	8300533	Rovato	45.552099	10.001362
NDR	8303915	Tarvisio Boscoverde	46.506358	13.607214
ND	8396001	FIRENZE	43.765834	11.249928
ND	8396004	ROMA	41.901867	12.470654
ND	8396005	MILANO	45.462477	9.207596
ND	8396008	VENEZIA	45.444426	12.315491
NDR	8400051	Almelo	52.357284	6.654813
NDR	8400055	Amersfoort	52.153642	5.373239
NDR	8400058	Amsterdam Centraal	52.379190	4.899426
NDR	8400066	Apeldoorn	52.209429	5.967489
NDR	8400071	Arnhem	51.984780	5.901004
N	8400080	Almere Centrum	52.375244	5.218768
NDRG	8400173	Deventer	52.257432	6.160505
ND	8400194	Duivendrecht	52.323556	4.936552
NDR	8400316	Hengelo	52.261854	6.793723
NDR	8400322	Hilversum	52.226670	5.181400
N	8400561	AMS Schiphol Airport	52.308787	4.761487
ND	8400561	Schiphol (Airport)	52.308787	4.761487
NDR	8400621	Utrecht Centraal	52.089396	5.109864
ND	8400644	Venlo	51.364407	6.171840
R	8400644	Venlo	51.364407	6.171840
NDR	8500010	Basel SBB	47.547075	7.589169
NDR	8500023	Liestal	47.484375	7.731352
NDR	8500026	Sissach	47.462747	7.812021
NDR	8500218	Olten	47.352009	7.907621
NDR	8502113	Aarau	47.391148	8.051323
NDR	8502119	Lenzburg	47.391301	8.170583
NDR	8503000	Zürich HB	47.378186	8.539203
NDR	8503016	Zürich Flughafen	47.450279	8.562333
NDRG	8503424	Schaffhausen	47.698921	8.632898
NDR	8503504	Baden(CH)	47.476465	8.307408
NDR	8506000	Winterthur	47.500511	8.723482
NDR	8506206	Wil(CH)	47.462343	9.040190
NDR	8506210	Gossau SG	47.411635	9.253504
ND	8506302	Gallen St	47.423276	9.369303
NDR	8506302	St. Gallen(CH)	47.423276	9.369303
ND	8506314	Margrethen St	47.453353	9.638413
NDR	8506314	St. Margrethen	47.453353	9.638413
NDR	8507000	Bern	46.949113	7.438483
NDR	8507100	Thun	46.754856	7.629576
NDR	8507483	Spiez	46.686394	7.680095
NDR	8507492	Interlaken Ost	46.690691	7.868977
NDR	8507493	Interlaken West	46.682627	7.851439
NDR	8509000	Chur	46.853440	9.528475
NDR	8509002	Landquart	46.967451	9.554059
NDR	8509411	Sargans	47.044794	9.446269
ND	8596001	BASEL	47.547830	7.588828
ND	8596008	ZÜRICH	47.378968	8.540534
NDR	8600623	Fredericia st	55.568087	9.738814
NDR	8601031	Hoeje Taastrup st	55.648621	12.268801
N	8601242	CPH Copenhagen Airport	55.629609	12.649377
ND	8601242	Koebenhavns Lufthavn st	55.629609	12.649377
NDR	8601309	Koebenhavn H	55.672721	12.564618
NDR	8601318	Kolding st	55.490842	9.481525
ND	8601343	Korsoer st	55.357200	11.135126
NDR	8601512	Lunderskov st	55.480118	9.303790
ND	8601593	Middelfart st	55.501621	9.734661
R	8601593	Middelfart st	55.501621	9.734661
NDR	8601645	Naestved st	55.231872	11.766924
NDR	8601699	Noerreport st	55.683517	12.571863
ND	8601739	Nyborg st	55.314070	10.802921
NDR	8601745	Nykoebing F st	54.766833	11.877770
ND	8601770	Odense st	55.401777	10.386001
R	8601770	Odense st	55.401777	10.386001
ND	8601811	Orehoved st	54.939076	11.867756
NDR	8601878	Oesterport st	55.692704	12.587612
NDR	8601899	Padborg st	54.824247	9.358804
ND	8601979	Ringsted st	55.438040	11.786152
ND	8601988	Rödby BF	54.655718	11.357466
R	8601988	Roedby	54.655718	11.357466
ND	8601989	Roedby Faerge	54.655232	11.354841
NDR	8601996	Roedekro st	55.069689	9.332753
NDR	8602026	Roskilde st	55.639012	12.088855
ND	8602254	Slagelse st	55.407548	11.348054
ND	8602350	Soroe st	55.419019	11.568793
NDRG	8602553	Tinglev st	54.936172	9.258233
ND	8602714	Valby(Koebenhavn)	55.663795	12.514323
NDR	8602722	Vamdrup st	55.428089	9.286450
NDR	8602887	Vojens st	55.248475	9.304914
NDR	8602903	Vordingborg st	55.012517	11.899416
N	8696001	Copenhagen	55.688237	12.578425
ND	8696001	KOEBENHAVN	55.688237	12.578425
NDR	8700011	Paris Est	48.876975	2.359120
NDR	8700023	Strasbourg	48.585338	7.734067
NDR	8700031	Mulhouse Ville	47.741952	7.343045
NDR	8700074	Marseille-St-Charles	43.303816	5.381949
NR	8700091	Chalon sur Saône	46.781742	4.843396
NDR	8700152	Lyon Part Dieu	45.760568	4.859991
NDR	8700271	Forbach(F)	49.189215	6.900254
ND	8700729	Lorraine	48.947406	6.169692
R	8700729	Lorraine	48.947406	6.169692
NDR	8704918	Avignon TGV	43.921932	4.786045
NDR	8704980	Aix-en-Provence TGV	43.455167	5.317227
NDR	8730082	Belfort-Montbéliard TGV	47.585935	6.897629
NDR	8730086	Besançon Franche-Comté TGV	47.307557	5.952674
ND	8796001	PARIS	48.861496	2.333680
ND	8796002	LYON	45.702255	4.863811
ND	8796005	AVIGNON (TGV)	43.939569	4.800329
NDR	8800002	Bruxelles-Nord	50.860238	4.361458
NDR	8800004	Bruxelles Midi	50.835374	4.335695
NDR	8800012	Liège-Guillemins	50.624361	5.566480
